		Lht1	Lfk1
14/03/2022	02:57:07	0	0
14/03/2022	02:57:20	0	0
14/03/2022	02:57:33	0	0
14/03/2022	02:57:46	0	0
14/03/2022	02:57:59	0	0
14/03/2022	02:58:12	0	0
14/03/2022	02:58:24	0	0
14/03/2022	02:58:37	0	0
14/03/2022	02:58:50	0	0
14/03/2022	02:59:03	0	0
14/03/2022	02:59:16	0	0
14/03/2022	02:59:29	0	0
14/03/2022	02:59:42	0	0
14/03/2022	02:59:55	0	0
14/03/2022	03:00:08	0	0
14/03/2022	03:00:21	0	0
14/03/2022	03:00:34	0	0
14/03/2022	03:00:47	0	0
14/03/2022	03:01:00	0	0
14/03/2022	03:01:13	0	0
14/03/2022	03:01:26	0	0
14/03/2022	03:01:39	0	0
14/03/2022	03:01:52	0	0
14/03/2022	03:02:05	0	0
14/03/2022	03:02:18	0	0
14/03/2022	03:02:31	0	0
14/03/2022	03:02:44	0	0
14/03/2022	03:02:57	0	0
14/03/2022	03:03:10	0	0
14/03/2022	03:03:23	0	0
14/03/2022	03:03:36	0	0
14/03/2022	03:03:48	0	0
14/03/2022	03:04:01	0	0
14/03/2022	03:04:14	0	0
14/03/2022	03:04:27	0	0
14/03/2022	03:04:40	0	0
14/03/2022	03:04:53	0	0
14/03/2022	03:05:06	0	0
14/03/2022	03:05:19	0	0
14/03/2022	03:05:32	0	0
14/03/2022	03:05:45	0	0
14/03/2022	03:05:58	0	0
14/03/2022	03:06:11	0	0
14/03/2022	03:06:24	0	0
14/03/2022	03:06:37	0	0
14/03/2022	03:06:50	0	0
14/03/2022	03:07:03	0	0
14/03/2022	03:07:16	0	0
14/03/2022	03:07:29	0	0
14/03/2022	03:07:42	0	0
14/03/2022	03:07:55	0	0
14/03/2022	03:08:08	0	0
14/03/2022	03:08:21	0	0
14/03/2022	03:08:34	0	0
14/03/2022	03:08:47	0	0
14/03/2022	03:09:00	0	0
14/03/2022	03:09:12	0	0
14/03/2022	03:09:25	0	0
14/03/2022	03:09:38	0	0
14/03/2022	03:09:51	0	0
14/03/2022	03:10:04	0	0
14/03/2022	03:10:17	0	0
14/03/2022	03:10:30	0	0
14/03/2022	03:10:43	0	0
14/03/2022	03:10:56	0	0
14/03/2022	03:11:09	0	0
14/03/2022	03:11:22	0	0
14/03/2022	03:11:35	0	0
14/03/2022	03:11:48	0	0
14/03/2022	03:12:01	0	0
14/03/2022	03:12:14	0	0
14/03/2022	03:12:27	0	0
14/03/2022	03:12:40	0	0
14/03/2022	03:12:53	0	0
14/03/2022	03:13:06	0	0
14/03/2022	03:13:19	0	0
14/03/2022	03:13:32	0	0
14/03/2022	03:13:45	0	0
14/03/2022	03:13:58	0	0
14/03/2022	03:14:11	0	0
14/03/2022	03:14:24	0	0
14/03/2022	03:14:36	0	0
14/03/2022	03:14:49	0	0
14/03/2022	03:15:02	0	0
14/03/2022	03:15:15	0	0
14/03/2022	03:15:28	0	0
14/03/2022	03:15:41	0	0
14/03/2022	03:15:54	0	0
14/03/2022	03:16:07	0	0
14/03/2022	03:16:20	0	0
14/03/2022	03:16:33	0	0
14/03/2022	03:16:46	0	0
14/03/2022	03:16:59	0	0
14/03/2022	03:17:12	0	0
14/03/2022	03:17:25	0	0
14/03/2022	03:17:38	0	0
14/03/2022	03:17:51	0	0
14/03/2022	03:18:04	0	0
14/03/2022	03:18:17	0	0
14/03/2022	03:18:30	0	0
14/03/2022	03:18:43	0	0
14/03/2022	03:18:56	0	0
14/03/2022	03:19:09	0	0
14/03/2022	03:19:22	0	0
14/03/2022	03:19:35	0	0
14/03/2022	03:19:48	0	0
14/03/2022	03:20:00	0	0
14/03/2022	03:20:13	0	0
14/03/2022	03:20:26	0	0
14/03/2022	03:20:39	0	0
14/03/2022	03:20:52	0	0
14/03/2022	03:21:05	0	0
14/03/2022	03:21:18	0	0
14/03/2022	03:21:31	0	0
14/03/2022	03:21:44	0	0
14/03/2022	03:21:57	0	0
14/03/2022	03:22:10	0	0
14/03/2022	03:22:23	0	0
14/03/2022	03:22:36	0	0
14/03/2022	03:22:49	0	0
14/03/2022	03:23:02	0	0
14/03/2022	03:23:15	0	0
14/03/2022	03:23:28	0	0
14/03/2022	03:23:41	0	0
14/03/2022	03:23:54	0	0
14/03/2022	03:24:07	0	0
14/03/2022	03:24:20	0	0
14/03/2022	03:24:33	0	0
14/03/2022	03:24:46	0	0
14/03/2022	03:24:59	0	0
14/03/2022	03:25:12	0	0
14/03/2022	03:25:24	0	0
14/03/2022	03:25:37	0	0
14/03/2022	03:25:50	0	0
14/03/2022	03:26:03	0	0
14/03/2022	03:26:16	0	0
14/03/2022	03:26:29	0	0
14/03/2022	03:26:42	0	0
14/03/2022	03:26:55	0	0
14/03/2022	03:27:08	0	0
14/03/2022	03:27:21	0	0
14/03/2022	03:27:34	0	0
14/03/2022	03:27:47	0	0
14/03/2022	03:28:00	0	0
14/03/2022	03:28:13	0	0
14/03/2022	03:28:26	0	0
14/03/2022	03:28:39	0	0
14/03/2022	03:28:52	0	0
14/03/2022	03:29:05	0	0
14/03/2022	03:29:18	0	0
14/03/2022	03:29:31	0	0
14/03/2022	03:29:44	0	0
14/03/2022	03:29:57	0	0
14/03/2022	03:30:10	0	0
14/03/2022	03:30:23	0	0
14/03/2022	03:30:36	0	0
14/03/2022	03:30:48	0	0
14/03/2022	03:31:01	0	0
14/03/2022	03:31:14	0	0
14/03/2022	03:31:27	0	0
14/03/2022	03:31:40	0	0
14/03/2022	03:31:53	0	0
14/03/2022	03:32:06	0	0
14/03/2022	03:32:19	0	0
14/03/2022	03:32:32	0	0
14/03/2022	03:32:45	0	0
14/03/2022	03:32:58	0	0
14/03/2022	03:33:11	0	0
14/03/2022	03:33:24	0	0
14/03/2022	03:33:37	0	0
14/03/2022	03:33:50	0	0
14/03/2022	03:34:03	0	0
14/03/2022	03:34:16	0	0
14/03/2022	03:34:29	0	0
14/03/2022	03:34:42	0	0
14/03/2022	03:34:55	0	0
14/03/2022	03:35:08	0	0
14/03/2022	03:35:21	0	0
14/03/2022	03:35:34	0	0
14/03/2022	03:35:47	0	0
14/03/2022	03:36:00	0	0
14/03/2022	03:36:12	0	0
14/03/2022	03:36:25	0	0
14/03/2022	03:36:38	0	0
14/03/2022	03:36:51	0	0
14/03/2022	03:37:04	0	0
14/03/2022	03:37:17	0	0
14/03/2022	03:37:30	0	0
14/03/2022	03:37:43	0	0
14/03/2022	03:37:56	0	0
14/03/2022	03:38:09	0	0
14/03/2022	03:38:22	0	0
14/03/2022	03:38:35	0	0
14/03/2022	03:38:48	0	0
14/03/2022	03:39:01	0	0
14/03/2022	03:39:14	0	0
14/03/2022	03:39:27	0	0
14/03/2022	03:39:40	0	0
14/03/2022	03:39:53	0	0
14/03/2022	03:40:06	0	0
14/03/2022	03:40:19	0	0
14/03/2022	03:40:32	0	0
14/03/2022	03:40:45	0	0
14/03/2022	03:40:58	0	0
14/03/2022	03:41:11	0	0
14/03/2022	03:41:24	0	0
14/03/2022	03:41:36	0	0
14/03/2022	03:41:49	0	0
14/03/2022	03:42:02	0	0
14/03/2022	03:42:15	0	0
14/03/2022	03:42:28	0	0
14/03/2022	03:42:41	0	0
14/03/2022	03:42:54	0	0
14/03/2022	03:43:07	0	0
14/03/2022	03:43:20	0	0
14/03/2022	03:43:33	0	0
14/03/2022	03:43:46	0	0
14/03/2022	03:43:59	0	0
14/03/2022	03:44:12	0	0
14/03/2022	03:44:25	0	0
14/03/2022	03:44:38	0	0
14/03/2022	03:44:51	0	0
14/03/2022	03:45:04	0	0
14/03/2022	03:45:17	0	0
14/03/2022	03:45:30	0	0
14/03/2022	03:45:43	0	0
14/03/2022	03:45:56	0	0
14/03/2022	03:46:09	0	0
14/03/2022	03:46:22	0	0
14/03/2022	03:46:35	0	0
14/03/2022	03:46:48	0	0
14/03/2022	03:47:00	0	0
14/03/2022	03:47:13	0	0
14/03/2022	03:47:26	0	0
14/03/2022	03:47:39	0	0
14/03/2022	03:47:52	0	0
14/03/2022	03:48:05	0	0
14/03/2022	03:48:18	0	0
14/03/2022	03:48:31	0	0
14/03/2022	03:48:44	0	0
14/03/2022	03:48:57	0	0
14/03/2022	03:49:10	0	0
14/03/2022	03:49:23	0	0
14/03/2022	03:49:36	0	0
14/03/2022	03:49:49	0	0
14/03/2022	03:50:02	0	0
14/03/2022	03:50:15	0	0
14/03/2022	03:50:28	0	0
14/03/2022	03:50:41	0	0
14/03/2022	03:50:54	0	0
14/03/2022	03:51:07	0	0
14/03/2022	03:51:20	0	0
14/03/2022	03:51:33	0	0
14/03/2022	03:51:46	0	0
14/03/2022	03:51:59	0	0
14/03/2022	03:52:12	0	0
14/03/2022	03:52:24	0	0
14/03/2022	03:52:37	0	0
14/03/2022	03:52:50	0	0
14/03/2022	03:53:03	0	0
14/03/2022	03:53:16	0	0
14/03/2022	03:53:29	0	0
14/03/2022	03:53:42	0	0
14/03/2022	03:53:55	0	0
14/03/2022	03:54:08	0	0
14/03/2022	03:54:21	0	0
14/03/2022	03:54:34	0	0
14/03/2022	03:54:47	0	0
14/03/2022	03:55:00	0	0
14/03/2022	03:55:13	0	0
14/03/2022	03:55:26	0	0
14/03/2022	03:55:39	0	0
14/03/2022	03:55:52	0	0
14/03/2022	03:56:05	0	0
14/03/2022	03:56:18	0	0
14/03/2022	03:56:31	0	0
14/03/2022	03:56:44	0	0
14/03/2022	03:56:57	0	0
14/03/2022	03:57:10	0	0
14/03/2022	03:57:23	0	0
14/03/2022	03:57:36	0	0
14/03/2022	03:57:48	0	0
14/03/2022	03:58:01	0	0
14/03/2022	03:58:14	0	0
14/03/2022	03:58:27	0	0
14/03/2022	03:58:40	0	0
14/03/2022	03:58:53	0	0
14/03/2022	03:59:06	0	0
14/03/2022	03:59:19	0	0
14/03/2022	03:59:32	0	0
14/03/2022	03:59:45	0	0
14/03/2022	03:59:58	0	0
14/03/2022	04:00:11	0	0
14/03/2022	04:00:24	0	0
14/03/2022	04:00:37	0	0
14/03/2022	04:00:50	0	0
14/03/2022	04:01:03	0	0
14/03/2022	04:01:16	0	0
14/03/2022	04:01:29	0	0
14/03/2022	04:01:42	0	0
14/03/2022	04:01:55	0	0
14/03/2022	04:02:08	0	0
14/03/2022	04:02:21	0	0
14/03/2022	04:02:34	0	0
14/03/2022	04:02:47	0	0
14/03/2022	04:03:00	0	0
14/03/2022	04:03:12	0	0
14/03/2022	04:03:25	0	0
14/03/2022	04:03:38	0	0
14/03/2022	04:03:51	0	0
14/03/2022	04:04:04	0	0
14/03/2022	04:04:17	0	0
14/03/2022	04:04:30	0	0
14/03/2022	04:04:43	0	0
14/03/2022	04:04:56	0	0
14/03/2022	04:05:09	0	0
14/03/2022	04:05:22	0	0
14/03/2022	04:05:35	0	0
14/03/2022	04:05:48	0	0
14/03/2022	04:06:01	0	0
14/03/2022	04:06:14	0	0
14/03/2022	04:06:27	0	0
14/03/2022	04:06:40	0	0
14/03/2022	04:06:53	0	0
14/03/2022	04:07:06	0	0
14/03/2022	04:07:19	0	0
14/03/2022	04:07:32	0	0
14/03/2022	04:07:45	0	0
14/03/2022	04:07:58	0	0
14/03/2022	04:08:11	0	0
14/03/2022	04:08:24	0	0
14/03/2022	04:08:36	0	0
14/03/2022	04:08:49	0	0
14/03/2022	04:09:02	0	0
14/03/2022	04:09:15	0	0
14/03/2022	04:09:28	0	0
14/03/2022	04:09:41	0	0
14/03/2022	04:09:54	0	0
14/03/2022	04:10:07	0	0
14/03/2022	04:10:20	0	0
14/03/2022	04:10:33	0	0
14/03/2022	04:10:46	0	0
14/03/2022	04:10:59	0	0
14/03/2022	04:11:12	0	0
14/03/2022	04:11:25	0	0
14/03/2022	04:11:38	0	0
14/03/2022	04:11:51	0	0
14/03/2022	04:12:04	0	0
14/03/2022	04:12:17	0	0
14/03/2022	04:12:30	0	0
14/03/2022	04:12:43	0	0
14/03/2022	04:12:56	0	0
14/03/2022	04:13:09	0	0
14/03/2022	04:13:22	0	0
14/03/2022	04:13:35	0	0
14/03/2022	04:13:48	0	0
14/03/2022	04:14:00	0	0
14/03/2022	04:14:13	0	0
14/03/2022	04:14:26	0	0
14/03/2022	04:14:39	0	0
14/03/2022	04:14:52	0	0
14/03/2022	04:15:05	0	0
14/03/2022	04:15:18	0	0
14/03/2022	04:15:31	0	0
14/03/2022	04:15:44	0	0
14/03/2022	04:15:57	0	0
14/03/2022	04:16:10	0	0
14/03/2022	04:16:23	0	0
14/03/2022	04:16:36	0	0
14/03/2022	04:16:49	0	0
14/03/2022	04:17:02	0	0
14/03/2022	04:17:15	0	0
14/03/2022	04:17:28	0	0
14/03/2022	04:17:41	0	0
14/03/2022	04:17:54	0	0
14/03/2022	04:18:07	0	0
14/03/2022	04:18:20	0	0
14/03/2022	04:18:33	0	0
14/03/2022	04:18:46	0	0
14/03/2022	04:18:59	0	0
14/03/2022	04:19:12	0	0
14/03/2022	04:19:24	0	0
14/03/2022	04:19:37	0	0
14/03/2022	04:19:50	0	0
14/03/2022	04:20:03	0	0
14/03/2022	04:20:16	0	0
14/03/2022	04:20:29	0	0
14/03/2022	04:20:42	0	0
14/03/2022	04:20:55	0	0
14/03/2022	04:21:08	0	0
14/03/2022	04:21:21	0	0
14/03/2022	04:21:34	0	0
14/03/2022	04:21:47	0	0
14/03/2022	04:22:00	0	0
14/03/2022	04:22:13	0	0
14/03/2022	04:22:26	0	0
14/03/2022	04:22:39	0	0
14/03/2022	04:22:52	0	0
14/03/2022	04:23:05	0	0
14/03/2022	04:23:18	0	0
14/03/2022	04:23:31	0	0
14/03/2022	04:23:44	0	0
14/03/2022	04:23:57	0	0
14/03/2022	04:24:10	0	0
14/03/2022	04:24:23	0	0
14/03/2022	04:24:36	0	0
14/03/2022	04:24:48	0	0
14/03/2022	04:25:01	0	0
14/03/2022	04:25:14	0	0
14/03/2022	04:25:27	0	0
14/03/2022	04:25:40	0	0
14/03/2022	04:25:53	0	0
14/03/2022	04:26:06	0	0
14/03/2022	04:26:19	0	0
14/03/2022	04:26:32	0	0
14/03/2022	04:26:45	0	0
14/03/2022	04:26:58	0	0
14/03/2022	04:27:11	0	0
14/03/2022	04:27:24	0	0
14/03/2022	04:27:37	0	0
14/03/2022	04:27:50	0	0
14/03/2022	04:28:03	0	0
14/03/2022	04:28:16	0	0
14/03/2022	04:28:29	0	0
14/03/2022	04:28:42	0	0
14/03/2022	04:28:55	0	0
14/03/2022	04:29:08	0	0
14/03/2022	04:29:21	0	0
14/03/2022	04:29:34	0	0
14/03/2022	04:29:47	0	0
14/03/2022	04:30:00	0	0
14/03/2022	04:30:12	0	0
14/03/2022	04:30:25	0	0
14/03/2022	04:30:38	0	0
14/03/2022	04:30:51	0	0
14/03/2022	04:31:04	0	0
14/03/2022	04:31:17	0	0
14/03/2022	04:31:30	0	0
14/03/2022	04:31:43	0	0
14/03/2022	04:31:56	0	0
14/03/2022	04:32:09	0	0
14/03/2022	04:32:22	0	0
14/03/2022	04:32:35	0	0
14/03/2022	04:32:48	0	0
14/03/2022	04:33:01	0	0
14/03/2022	04:33:14	0	0
14/03/2022	04:33:27	0	0
14/03/2022	04:33:40	0	0
14/03/2022	04:33:53	0	0
14/03/2022	04:34:06	0	0
14/03/2022	04:34:19	0	0
14/03/2022	04:34:32	0	0
14/03/2022	04:34:45	0	0
14/03/2022	04:34:58	0	0
14/03/2022	04:35:11	0	0
14/03/2022	04:35:24	0	0
14/03/2022	04:35:36	0	0
14/03/2022	04:35:49	0	0
14/03/2022	04:36:02	0	0
14/03/2022	04:36:15	0	0
14/03/2022	04:36:28	0	0
14/03/2022	04:36:41	0	0
14/03/2022	04:36:54	0	0
14/03/2022	04:37:07	0	0
14/03/2022	04:37:20	0	0
14/03/2022	04:37:33	0	0
14/03/2022	04:37:46	0	0
14/03/2022	04:37:59	0	0
14/03/2022	04:38:12	0	0
14/03/2022	04:38:25	0	0
14/03/2022	04:38:38	0	0
14/03/2022	04:38:51	0	0
14/03/2022	04:39:04	0	0
14/03/2022	04:39:17	0	0
14/03/2022	04:39:30	0	0
14/03/2022	04:39:43	0	0
14/03/2022	04:39:56	0	0
14/03/2022	04:40:09	0	0
14/03/2022	04:40:22	0	0
14/03/2022	04:40:35	0	0
14/03/2022	04:40:48	0	0
14/03/2022	04:41:00	0	0
14/03/2022	04:41:13	0	0
14/03/2022	04:41:26	0	0
14/03/2022	04:41:39	0	0
14/03/2022	04:41:52	0	0
14/03/2022	04:42:05	0	0
14/03/2022	04:42:18	0	0
14/03/2022	04:42:31	0	0
14/03/2022	04:42:44	0	0
14/03/2022	04:42:57	0	0
14/03/2022	04:43:10	0	0
14/03/2022	04:43:23	0	0
14/03/2022	04:43:36	0	0
14/03/2022	04:43:49	0	0
14/03/2022	04:44:02	0	0
14/03/2022	04:44:15	0	0
14/03/2022	04:44:28	0	0
14/03/2022	04:44:41	0	0
14/03/2022	04:44:54	0	0
14/03/2022	04:45:07	0	0
14/03/2022	04:45:20	0	0
14/03/2022	04:45:33	0	0
14/03/2022	04:45:46	0	0
14/03/2022	04:45:59	0	0
14/03/2022	04:46:12	0	0
14/03/2022	04:46:24	0	0
14/03/2022	04:46:37	0	0
14/03/2022	04:46:50	0	0
14/03/2022	04:47:03	0	0
14/03/2022	04:47:16	0	0
14/03/2022	04:47:29	0	0
14/03/2022	04:47:42	0	0
14/03/2022	04:47:55	0	0
14/03/2022	04:48:08	0	0
14/03/2022	04:48:21	0	0
14/03/2022	04:48:34	0	0
14/03/2022	04:48:47	0	0
14/03/2022	04:49:00	0	0
14/03/2022	04:49:13	0	0
14/03/2022	04:49:26	0	0
14/03/2022	04:49:39	0	0
14/03/2022	04:49:52	0	0
14/03/2022	04:50:05	0	0
14/03/2022	04:50:18	0	0
14/03/2022	04:50:31	0	0
14/03/2022	04:50:44	0	0
14/03/2022	04:50:57	0	0
14/03/2022	04:51:10	0	0
14/03/2022	04:51:23	0	0
14/03/2022	04:51:36	0	0
14/03/2022	04:51:48	0	0
14/03/2022	04:52:01	0	0
14/03/2022	04:52:14	0	0
14/03/2022	04:52:27	0	0
14/03/2022	04:52:40	0	0
14/03/2022	04:52:53	0	0
14/03/2022	04:53:06	0	0
14/03/2022	04:53:19	0	0
14/03/2022	04:53:32	0	0
14/03/2022	04:53:45	0	0
14/03/2022	04:53:58	0	0
14/03/2022	04:54:11	0	0
14/03/2022	04:54:24	0	0
14/03/2022	04:54:37	0	0
14/03/2022	04:54:50	0	0
14/03/2022	04:55:03	0	0
14/03/2022	04:55:16	0	0
14/03/2022	04:55:29	0	0
14/03/2022	04:55:42	0	0
14/03/2022	04:55:55	0	0
14/03/2022	04:56:08	0	0
14/03/2022	04:56:21	0	0
14/03/2022	04:56:34	0	0
14/03/2022	04:56:47	0	0
14/03/2022	04:57:00	0	0
14/03/2022	04:57:12	0	0
14/03/2022	04:57:25	0	0
14/03/2022	04:57:38	0	0
14/03/2022	04:57:51	0	0
14/03/2022	04:58:04	0	0
14/03/2022	04:58:17	0	0
14/03/2022	04:58:30	0	0
14/03/2022	04:58:43	0	0
14/03/2022	04:58:56	0	0
14/03/2022	04:59:09	0	0
14/03/2022	04:59:22	0	0
14/03/2022	04:59:35	0	0
14/03/2022	04:59:48	0	0
14/03/2022	05:00:01	0	0
14/03/2022	05:00:14	0	0
14/03/2022	05:00:27	0	0
14/03/2022	05:00:40	0	0
14/03/2022	05:00:53	0	0
14/03/2022	05:01:06	0	0
14/03/2022	05:01:19	0	0
14/03/2022	05:01:32	0	0
14/03/2022	05:01:45	0	0
14/03/2022	05:01:58	0	0
14/03/2022	05:02:11	0	0
14/03/2022	05:02:24	0	0
14/03/2022	05:02:36	0	0
14/03/2022	05:02:49	0	0
14/03/2022	05:03:02	0	0
14/03/2022	05:03:15	0	0
14/03/2022	05:03:28	0	0
14/03/2022	05:03:41	0	0
14/03/2022	05:03:54	0	0
14/03/2022	05:04:07	0	0
14/03/2022	05:04:20	0	0
14/03/2022	05:04:33	0	0
14/03/2022	05:04:46	0	0
14/03/2022	05:04:59	0	0
14/03/2022	05:05:12	0	0
14/03/2022	05:05:25	0	0
14/03/2022	05:05:38	0	0
14/03/2022	05:05:51	0	0
14/03/2022	05:06:04	0	0
14/03/2022	05:06:17	0	0
14/03/2022	05:06:30	0	0
14/03/2022	05:06:43	0	0
14/03/2022	05:06:56	0	0
14/03/2022	05:07:09	0	0
14/03/2022	05:07:22	0	0
14/03/2022	05:07:35	0	0
14/03/2022	05:07:48	0	0
14/03/2022	05:08:00	0	0
14/03/2022	05:08:13	0	0
14/03/2022	05:08:26	0	0
14/03/2022	05:08:39	0	0
14/03/2022	05:08:52	0	0
14/03/2022	05:09:05	0	0
14/03/2022	05:09:18	0	0
14/03/2022	05:09:31	0	0
14/03/2022	05:09:44	0	0
14/03/2022	05:09:57	0	0
14/03/2022	05:10:10	0	0
14/03/2022	05:10:23	0	0
14/03/2022	05:10:36	0	0
14/03/2022	05:10:49	0	0
14/03/2022	05:11:02	0	0
14/03/2022	05:11:15	0	0
14/03/2022	05:11:28	0	0
14/03/2022	05:11:41	0	0
14/03/2022	05:11:54	0	0
14/03/2022	05:12:07	0	0
14/03/2022	05:12:20	0	0
14/03/2022	05:12:33	0	0
14/03/2022	05:12:46	0	0
14/03/2022	05:12:59	0	0
14/03/2022	05:13:12	0	0
14/03/2022	05:13:24	0	0
14/03/2022	05:13:37	0	0
14/03/2022	05:13:50	0	0
14/03/2022	05:14:03	0	0
14/03/2022	05:14:16	0	0
14/03/2022	05:14:29	0	0
14/03/2022	05:14:42	0	0
14/03/2022	05:14:55	0	0
14/03/2022	05:15:08	0	0
14/03/2022	05:15:21	0	0
14/03/2022	05:15:34	0	0
14/03/2022	05:15:47	0	0
14/03/2022	05:16:00	0	0
14/03/2022	05:16:13	0	0
14/03/2022	05:16:26	0	0
14/03/2022	05:16:39	0	0
14/03/2022	05:16:52	0	0
14/03/2022	05:17:05	0	0
14/03/2022	05:17:18	0	0
14/03/2022	05:17:31	0	0
14/03/2022	05:17:44	0	0
14/03/2022	05:17:57	0	0
14/03/2022	05:18:10	0	0
14/03/2022	05:18:23	0	0
14/03/2022	05:18:36	0	0
14/03/2022	05:18:48	0	0
14/03/2022	05:19:01	0	0
14/03/2022	05:19:14	0	0
14/03/2022	05:19:27	0	0
14/03/2022	05:19:40	0	0
14/03/2022	05:19:53	0	0
14/03/2022	05:20:06	0	0
14/03/2022	05:20:19	0	0
14/03/2022	05:20:32	0	0
14/03/2022	05:20:45	0	0
14/03/2022	05:20:58	0	0
14/03/2022	05:21:11	0	0
14/03/2022	05:21:24	0	0
14/03/2022	05:21:37	0	0
14/03/2022	05:21:50	0	0
14/03/2022	05:22:03	0	0
14/03/2022	05:22:16	0	0
14/03/2022	05:22:29	0	0
14/03/2022	05:22:42	0	0
14/03/2022	05:22:55	0	0
14/03/2022	05:23:08	0	0
14/03/2022	05:23:21	0	0
14/03/2022	05:23:34	0	0
14/03/2022	05:23:47	0	0
14/03/2022	05:24:00	0	0
14/03/2022	05:24:12	0	0
14/03/2022	05:24:25	0	0
14/03/2022	05:24:38	0	0
14/03/2022	05:24:51	0	0
14/03/2022	05:25:04	0	0
14/03/2022	05:25:17	0	0
14/03/2022	05:25:30	0	0
14/03/2022	05:25:43	0	0
14/03/2022	05:25:56	0	0
14/03/2022	05:26:09	0	0
14/03/2022	05:26:22	0	0
14/03/2022	05:26:35	0	0
14/03/2022	05:26:48	0	0
14/03/2022	05:27:01	0	0
14/03/2022	05:27:14	0	0
14/03/2022	05:27:27	0	0
14/03/2022	05:27:40	0	0
14/03/2022	05:27:53	0	0
14/03/2022	05:28:06	0	0
14/03/2022	05:28:19	0	0
14/03/2022	05:28:32	0	0
14/03/2022	05:28:45	0	0
14/03/2022	05:28:58	0	0
14/03/2022	05:29:11	0	0
14/03/2022	05:29:24	0	0
14/03/2022	05:29:36	0	0
14/03/2022	05:29:49	0	0
14/03/2022	05:30:02	0	0
14/03/2022	05:30:15	0	0
14/03/2022	05:30:28	0	0
14/03/2022	05:30:41	0	0
14/03/2022	05:30:54	0	0
14/03/2022	05:31:07	0	0
14/03/2022	05:31:20	0	0
14/03/2022	05:31:33	0	0
14/03/2022	05:31:46	0	0
14/03/2022	05:31:59	0	0
14/03/2022	05:32:12	0	0
14/03/2022	05:32:25	0	0
14/03/2022	05:32:38	0	0
14/03/2022	05:32:51	0	0
14/03/2022	05:33:04	0	0
14/03/2022	05:33:17	0	0
14/03/2022	05:33:30	0	0
14/03/2022	05:33:43	0	0
14/03/2022	05:33:56	0	0
14/03/2022	05:34:09	0	0
14/03/2022	05:34:22	0	0
14/03/2022	05:34:35	0	0
14/03/2022	05:34:48	0	0
14/03/2022	05:35:00	0	0
14/03/2022	05:35:13	0	0
14/03/2022	05:35:26	0	0
14/03/2022	05:35:39	0	0
14/03/2022	05:35:52	0	0
14/03/2022	05:36:05	0	0
14/03/2022	05:36:18	0	0
14/03/2022	05:36:31	0	0
14/03/2022	05:36:44	0	0
14/03/2022	05:36:57	0	0
14/03/2022	05:37:10	0	0
14/03/2022	05:37:23	0	0
14/03/2022	05:37:36	0	0
14/03/2022	05:37:49	0	0
14/03/2022	05:38:02	0	0
14/03/2022	05:38:15	0	0
14/03/2022	05:38:28	0	0
14/03/2022	05:38:41	0	0
14/03/2022	05:38:54	0	0
14/03/2022	05:39:07	0	0
14/03/2022	05:39:20	0	0
14/03/2022	05:39:33	0	0
14/03/2022	05:39:46	0	0
14/03/2022	05:39:59	0	0
14/03/2022	05:40:12	0	0
14/03/2022	05:40:24	0	0
14/03/2022	05:40:37	0	0
14/03/2022	05:40:50	0	0
14/03/2022	05:41:03	0	0
14/03/2022	05:41:16	0	0
14/03/2022	05:41:29	0	0
14/03/2022	05:41:42	0	0
14/03/2022	05:41:55	0	0
14/03/2022	05:42:08	0	0
14/03/2022	05:42:21	0	0
14/03/2022	05:42:34	0	0
14/03/2022	05:42:47	0	0
14/03/2022	05:43:00	0	0
14/03/2022	05:43:13	0	0
14/03/2022	05:43:26	0	0
14/03/2022	05:43:39	0	0
14/03/2022	05:43:52	0	0
14/03/2022	05:44:05	0	0
14/03/2022	05:44:18	0	0
14/03/2022	05:44:31	0	0
14/03/2022	05:44:44	0	0
14/03/2022	05:44:57	0	0
14/03/2022	05:45:10	0	0
14/03/2022	05:45:23	0	0
14/03/2022	05:45:36	0	0
14/03/2022	05:45:48	0	0
14/03/2022	05:46:01	0	0
14/03/2022	05:46:14	0	0
14/03/2022	05:46:27	0	0
14/03/2022	05:46:40	0	0
14/03/2022	05:46:53	0	0
14/03/2022	05:47:06	0	0
14/03/2022	05:47:19	0	0
14/03/2022	05:47:32	0	0
14/03/2022	05:47:45	0	0
14/03/2022	05:47:58	0	0
14/03/2022	05:48:11	0	0
14/03/2022	05:48:24	0	0
14/03/2022	05:48:37	0	0
14/03/2022	05:48:50	0	0
14/03/2022	05:49:03	0	0
14/03/2022	05:49:16	0	0
14/03/2022	05:49:29	0	0
14/03/2022	05:49:42	0	0
14/03/2022	05:49:55	0	0
14/03/2022	05:50:08	0	0
14/03/2022	05:50:21	0	0
14/03/2022	05:50:34	0	0
14/03/2022	05:50:47	0	0
14/03/2022	05:51:00	0	0
14/03/2022	05:51:12	0	0
14/03/2022	05:51:25	0	0
14/03/2022	05:51:38	0	0
14/03/2022	05:51:51	0	0
14/03/2022	05:52:04	0	0
14/03/2022	05:52:17	0	0
14/03/2022	05:52:30	0	0
14/03/2022	05:52:43	0	0
14/03/2022	05:52:56	0	0
14/03/2022	05:53:09	0	0
14/03/2022	05:53:22	0	0
14/03/2022	05:53:35	0	0
14/03/2022	05:53:48	0	0
14/03/2022	05:54:01	0	0
14/03/2022	05:54:14	0	0
14/03/2022	05:54:27	0	0
